color_code,red,green,blue,name,family,cellular,roller,panel_track,sheer,drapery,valance_cornice,soft_roman,insulating_blinds,filename,composite_filename
435,,,,DEEP SEA,Texture,1,0,0,0,0,0,0,0,435-Deep-Sea.jpg,435-Deep-Sea_Composite.jpg
436,,,,MISTY MOUNTAIN,Texture,1,0,0,0,0,0,0,0,436-MISTY-MOUNTAIN.jpg,436-MISTY-MOUNTAIN_Composite.jpg
440,,,,HAZY GROVE,Texture,1,0,0,0,0,0,0,0,440HazyGrove_V2.jpg,440HazyGrove_V2_Composite.jpg
442,,,,FRESH SOD,Texture,1,0,0,0,0,0,0,0,442-Fresh-Sod.jpg,442-Fresh-Sod_Composite.jpg
449,,,,WINTER ESCAPE,Texture,1,0,0,0,0,0,0,0,449-WINTER-ESCAPE.jpg,449-WINTER-ESCAPE_Composite.jpg
451,,,,SURFSIDE,Texture,1,0,0,0,0,0,0,0,451_Surfside.jpg,451_Surfside_Composite.jpg
460,,,,EASTERN SKY,Texture,1,0,0,0,0,0,0,0,460-EASTERN-SKY.jpg,460-EASTERN-SKY_Composite.jpg
461,,,,SKY SCRAPER,Texture,1,0,0,0,0,0,0,0,461-SKY-SCRAPER.jpg,461-SKY-SCRAPER_Composite.jpg
462,,,,BLUE RAPIDS,Texture,1,0,0,0,0,0,0,0,462_Blue-Rapids.jpg,462_Blue-Rapids_Composite.jpg
466,,,,FROZEN LAKE,Texture,1,0,0,0,0,0,0,0,466-Frozen-Lake.jpg,466-Frozen-Lake_Composite.jpg
468,,,,SOLSTICE,Texture,1,0,0,0,0,0,0,0,468_Solstice.jpg,468_Solstice_Composite.jpg
469,,,,OCEAN DRIVE,Texture,1,0,0,0,0,0,0,0,469_Ocean_Drive.jpg,469_Ocean_Drive_Composite.jpg
470,,,,ISLAND VIEW,Texture,1,0,0,0,0,0,0,0,470-ISLAND-VIEW.jpg,470-ISLAND-VIEW_Composite.jpg
478,,,,LIGHT AZURE,Texture,1,0,0,0,0,0,0,0,478-Light-Azure.jpg,478-Light-Azure_Composite.jpg
485,,,,BAY VIEW,Texture,1,0,0,0,0,0,0,0,485-BAY-VIEW.jpg,485-BAY-VIEW_Composite.jpg
486,,,,LUCERNE,Texture,1,0,0,0,0,0,0,0,486-LUCERNE.jpg,486-LUCERNE_Composite.jpg
488,,,,CALM WINTER,Texture,1,0,0,0,0,0,0,0,488-CALM-WINTER.jpg,488-CALM-WINTER_Composite.jpg
489,,,,SAPPHIRE FOG,Texture,1,0,0,0,0,0,0,0,489-SAPPHIRE-FOG.jpg,489-SAPPHIRE-FOG_Composite.jpg
491,,,,ENCHANTING SKY,Texture,1,0,0,0,0,0,0,0,491-ENCHANTING-SKY.jpg,491-ENCHANTING-SKY_Composite.jpg
492,,,,SOFT LAVENDER,Texture,1,0,0,0,0,0,0,0,492-Soft-Lavender.jpg,492-Soft-Lavender_Composite.jpg
493,,,,SWEET DREAMS,Texture,1,0,0,0,0,0,0,0,493-Sweet-Dreams.jpg,493-Sweet-Dreams_Composite.jpg
495,,,,MISTED EVE,Texture,1,0,0,0,0,0,0,0,495_Misted_Eve.jpg,495_Misted_Eve_Composite.jpg
496,,,,AFTERNOON SKY,Texture,1,0,0,0,0,0,0,0,496AfternoonSky_V2.jpg,496AfternoonSky_V2_Composite.jpg
497,,,,TRADITIONAL BLUE,Texture,1,0,0,0,0,0,0,0,497-TRADITIONAL-BLUE.jpg,497-TRADITIONAL-BLUE_Composite.jpg
501,,,,DISTANT HAZE,Texture,1,0,0,0,0,0,0,0,501-DISTANT-HAZE.jpg,501-DISTANT-HAZE_Composite.jpg
502,,,,ALOE MIST,Texture,1,0,0,0,0,0,0,0,502-Aloe-Mist.jpg,502-Aloe-Mist_Composite.jpg
503,,,,FROSTY MINT,Texture,1,0,0,0,0,0,0,0,503-FROSTY-MINT.jpg,503-FROSTY-MINT_Composite.jpg
505,,,,COTTON FIELD,Texture,1,0,0,0,0,0,0,0,505-COTTON-FIELD.jpg,505-COTTON-FIELD_Composite.jpg
506,,,,MARBLE DUST,Texture,1,0,0,0,0,0,0,0,506-MARBLE-DUST.jpg,506-MARBLE-DUST_Composite.jpg
507,,,,FINE TAUPE,Texture,1,0,0,0,0,0,0,0,507-FINE-TAUPE.jpg,507-FINE-TAUPE_Composite.jpg
508,,,,POROUS STONE,Texture,1,0,0,0,0,0,0,0,508PorousStone_V2.jpg,508PorousStone_V2_Composite.jpg
510,,,,LIGHT SUEDE,Texture,1,0,0,0,0,0,0,0,510-LIGHT-SUEDE.jpg,510-LIGHT-SUEDE_Composite.jpg
511,,,,ICE STORM,Texture,1,0,0,0,0,0,0,0,511IceStorm_V2.jpg,511IceStorm_V2_Composite.jpg
512,,,,SPARKLING FROST,Texture,1,0,0,0,0,0,0,0,512-SPARKLING-FROST.jpg,512-SPARKLING-FROST_Composite.jpg
513,,,,WHITE BLUSH,Texture,1,0,0,0,0,0,0,0,513-WHITE-BLUSH.jpg,513-WHITE-BLUSH_Composite.jpg
514,,,,LACE VEIL,Texture,1,0,0,0,0,0,0,0,514-LACE-VEIL.jpg,514-LACE-VEIL_Composite.jpg
515,,,,PINK ESSENCE,Texture,1,0,0,0,0,0,0,0,515-PINK-ESSENCE.jpg,515-PINK-ESSENCE_Composite.jpg
520,,,,DISTANT BEIGE,Texture,1,0,0,0,0,0,0,0,520-DISTANT-BEIGE.jpg,520-DISTANT-BEIGE_Composite.jpg
522,,,,NEUTRAL PINK,Texture,1,0,0,0,0,0,0,0,522-NEUTRAL-PINK.jpg,522-NEUTRAL-PINK_Composite.jpg
529,,,,CARAMEL CREAM,Texture,1,0,0,0,0,0,0,0,529CaramelCream_V2.jpg,529CaramelCream_V2_Composite.jpg
533,,,,RICH IVORY,Texture,1,0,0,0,0,0,0,0,533-Rich-Ivory.jpg,533-Rich-Ivory_Composite.jpg
537,,,,SWAN LAKE,Texture,1,0,0,0,0,0,0,0,537-SWAN-LAKE.jpg,537-SWAN-LAKE_Composite.jpg
541,,,,WINTER RAIN,Texture,1,0,0,0,0,0,0,0,541-Winter-Rain.jpg,541-Winter-Rain_Composite.jpg
542,,,,ANTIQUE PAPER,Texture,1,0,0,0,0,0,0,0,542AntiquePaper_V2.jpg,542AntiquePaper_V2_Composite.jpg
545,,,,MODERN IVORY,Texture,1,0,0,0,0,0,0,0,545ModernIveroy_V2.jpg,545ModernIveroy_V2_Composite.jpg
546,,,,STARDUST,Texture,1,0,0,0,0,0,0,0,546Stardust_V2.jpg,546Stardust_V2_Composite.jpg
547,,,,BAJA WHITE,Texture,1,0,0,0,0,0,0,0,547-BAJA-WHITE.jpg,547-BAJA-WHITE_Composite.jpg
548,,,,PALE ALMOND,Texture,1,0,0,0,0,0,0,0,548-Pale-Almond.jpg,548-Pale-Almond_Composite.jpg
550,,,,SOFT DOWN,Texture,1,0,0,0,0,0,0,0,550SoftDown_V2.jpg,550SoftDown_V2_Composite.jpg
552,,,,ALASKAN SKIES,Texture,1,0,0,0,0,0,0,0,552-Alaskan-Skies.jpg,552-Alaskan-Skies_Composite.jpg
553,,,,CANVAS,Texture,1,0,0,0,0,0,0,0,553-Canvas.jpg,553-Canvas_Composite.jpg
554,,,,WHITESAND,Texture,1,0,0,0,0,0,0,0,554WhiteSand_V2.jpg,554WhiteSand_V2_Composite.jpg
555,,,,FROZEN POND,Texture,1,0,0,0,0,0,0,0,555FrozenPond_V2.jpg,555FrozenPond_V2_Composite.jpg
556,,,,TAPESTRY,Texture,1,0,0,0,0,0,0,0,556-Tapestry.jpg,556-Tapestry_Composite.jpg
557,,,,CANVAS,Texture,1,0,0,0,0,0,0,0,557-CANVAS.jpg,557-CANVAS_Composite.jpg
558,,,,TRAIL DUST,Texture,1,0,0,0,0,0,0,0,558-TRAIL-DUST.jpg,558-TRAIL-DUST_Composite.jpg
560,,,,STUCCO TAN,Texture,1,0,0,0,0,0,0,0,560-STUCCO-TAN.jpg,560-STUCCO-TAN_Composite.jpg
561,,,,DRY CREEK,Texture,1,0,0,0,0,0,0,0,561-DRY-CREEK.jpg,561-DRY-CREEK_Composite.jpg
566,,,,FRONTIER,Texture,1,0,0,0,0,0,0,0,566-Frontier.jpg,566-Frontier_Composite.jpg
567,,,,CLAY BISQUE,Texture,1,0,0,0,0,0,0,0,567ClayBisque_V2.jpg,567ClayBisque_V2_Composite.jpg
571,,,,TWILIGHT TAUPE,Texture,1,0,0,0,0,0,0,0,571-TWILIGHT-TAUPE.jpg,571-TWILIGHT-TAUPE_Composite.jpg
575,,,,HARBOR BEIGE,Texture,1,0,0,0,0,0,0,0,575-HARBOR-BEIGE.jpg,575-HARBOR-BEIGE_Composite.jpg
576,,,,ASHWOOD TAN,Texture,1,0,0,0,0,0,0,0,576-Ashwood-Tan.jpg,576-Ashwood-Tan_Composite.jpg
577,,,,BEDFORD CREEK,Texture,1,0,0,0,0,0,0,0,577-BEDFORD-CREEK.jpg,577-BEDFORD-CREEK_Composite.jpg
581,,,,WOOD LAKE,Texture,1,0,0,0,0,0,0,0,581-WOOD-LAKE.jpg,581-WOOD-LAKE_Composite.jpg
585,,,,WEST WINDS,Texture,1,0,0,0,0,0,0,0,585-West-Winds.jpg,585-West-Winds_Composite.jpg
586,,,,LONG VALLEY,Texture,1,0,0,0,0,0,0,0,586-LONG-VALLEY.jpg,586-LONG-VALLEY_Composite.jpg
589,,,,WOOD GRAIN,Texture,1,0,0,0,0,0,0,0,589-WOOD-GRAIN.jpg,589-WOOD-GRAIN_Composite.jpg
591,,,,CELCTIC LINEN,Texture,1,0,0,0,0,0,0,0,591--CELCTIC-LINEN.jpg,591--CELCTIC-LINEN_Composite.jpg
605,,,,TRAIL BEIGE,Texture,1,0,0,0,0,0,0,0,605-Trail-Beige.jpg,605-Trail-Beige_Composite.jpg
608,,,,WOODASH,Texture,1,0,0,0,0,0,0,0,608-WOODASH.jpg,608-WOODASH_Composite.jpg
610,,,,SMOOTH SILK,Texture,1,0,0,0,0,0,0,0,610_Smooth_Silk.jpg,610_Smooth_Silk_Composite.jpg
611,,,,NUTSHELL,Texture,1,0,0,0,0,0,0,0,611_Nutshell.jpg,611_Nutshell_Composite.jpg
612,,,,ROASTED CASHEW,Texture,1,0,0,0,0,0,0,0,612-Roasted-Cashew.jpg,612-Roasted-Cashew_Composite.jpg
613,,,,WHITE MOCHA,Texture,1,0,0,0,0,0,0,0,613-White-Mocha.jpg,613-White-Mocha_Composite.jpg
615,,,,OAKWOOD,Texture,1,0,0,0,0,0,0,0,615_Oakwood.jpg,615_Oakwood_Composite.jpg
616,,,,FRENCH CREME,Texture,1,0,0,0,0,0,0,0,616-French-Creme.jpg,616-French-Creme_Composite.jpg
617,,,,NUTMEG FROST,Texture,1,0,0,0,0,0,0,0,617-NUTMEG-FROST.jpg,617-NUTMEG-FROST_Composite.jpg
619,,,,ANCIENT POTTERY,Texture,1,0,0,0,0,0,0,0,619AncientPottery_V2.jpg,619AncientPottery_V2_Composite.jpg
624,,,,APPLE TURNOVER,Texture,1,0,0,0,0,0,0,0,624_Apple_Turnover.jpg,624_Apple_Turnover_Composite.jpg
626,,,,WHITE WOOL,Texture,1,0,0,0,0,0,0,0,626-White-Wool.jpg,626-White-Wool_Composite.jpg
627,,,,DESERT KHAKI,Texture,1,0,0,0,0,0,0,0,627-DESERT-KHAKI.jpg,627-DESERT-KHAKI_Composite.jpg
629,,,,CASUAL GOLD,Texture,1,0,0,0,0,0,0,0,629CasualGold_V2.jpg,629CasualGold_V2_Composite.jpg
631,,,,SESAME,Texture,1,0,0,0,0,0,0,0,631-Sesame.jpg,631-Sesame_Composite.jpg
633,,,,SUMMERWOOD,Texture,1,0,0,0,0,0,0,0,633_Summerwood.jpg,633_Summerwood_Composite.jpg
637,,,,VELLUM,Texture,1,0,0,0,0,0,0,0,637-Vellum.jpg,637-Vellum_Composite.jpg
640,,,,MORNING GLOW,Texture,1,0,0,0,0,0,0,0,640-Morning-Glow.jpg,640-Morning-Glow_Composite.jpg
643,,,,PALM DESERT,Texture,1,0,0,0,0,0,0,0,643_Palm_Desert.jpg,643_Palm_Desert_Composite.jpg
644,,,,RODEO TAN,Texture,1,0,0,0,0,0,0,0,644RodeoTan_V2.jpg,644RodeoTan_V2_Composite.jpg
648,,,,GINGERSNAP,Texture,1,0,0,0,0,0,0,0,648Gingersnap_V2.jpg,648Gingersnap_V2_Composite.jpg
651,,,,MELON ICE,Texture,1,0,0,0,0,0,0,0,651-Melon-Ice.jpg,651-Melon-Ice_Composite.jpg
652,,,,TOFFEE CREAM,Texture,1,0,0,0,0,0,0,0,652-Toffee-Cream.jpg,652-Toffee-Cream_Composite.jpg
653,,,,MAPLE SYRUP,Texture,1,0,0,0,0,0,0,0,653_Maple_Syrup.jpg,653_Maple_Syrup_Composite.jpg
654,,,,VERONA BEACH,Texture,1,0,0,0,0,0,0,0,654-Verona-Beach.jpg,654-Verona-Beach_Composite.jpg
657,,,,CANDLELIGHT,Texture,1,0,0,0,0,0,0,0,657Candlelight_V2.jpg,657Candlelight_V2_Composite.jpg
666,,,,SIMPLE COTTAGE,Texture,1,0,0,0,0,0,0,0,666-SIMPLE-COTTAGE.jpg,666-SIMPLE-COTTAGE_Composite.jpg
671,,,,DUSTY ROSE,Texture,1,0,0,0,0,0,0,0,671DustyRose_V2.jpg,671DustyRose_V2_Composite.jpg
674,,,,PINK MOIRE,Texture,1,0,0,0,0,0,0,0,674-Pink-Moire.jpg,674-Pink-Moire_Composite.jpg
676,,,,DEERFIELD,Texture,1,0,0,0,0,0,0,0,676-DEERFIELD.jpg,676-DEERFIELD_Composite.jpg
678,,,,ROSE WATER,Texture,1,0,0,0,0,0,0,0,678-ROSE-WATER.jpg,678-ROSE-WATER_Composite.jpg
681,,,,VINTAGE CHARM,Texture,1,0,0,0,0,0,0,0,681-VINTAGE-CHARM.jpg,681-VINTAGE-CHARM_Composite.jpg
682,,,,SUN DANCE,Texture,1,0,0,0,0,0,0,0,682-SUN-DANCE.jpg,682-SUN-DANCE_Composite.jpg
688,,,,BAKED TERRACOTTA,Texture,1,0,0,0,0,0,0,0,688--BAKED-TERRACOTTA.jpg,688--BAKED-TERRACOTTA_Composite.jpg
703,,,,BAY BROWN,Texture,1,0,0,0,0,0,0,0,703-Bay-Brown.jpg,703-Bay-Brown_Composite.jpg
707,,,,CAFÉ MOCHA,Texture,1,0,0,0,0,0,0,0,707-CAFE-MOCHA.jpg,707-CAFE-MOCHA_Composite.jpg
714,,,,ROSE PEARL,Texture,1,0,0,0,0,0,0,0,714-Rose-Pearl.jpg,714-Rose-Pearl_Composite.jpg
718,,,,VICTORIAN WHITE,Texture,1,0,0,0,0,0,0,0,718-Victorian-White.jpg,718-Victorian-White_Composite.jpg
719,,,,MYSTIC CHARM,Texture,1,0,0,0,0,0,0,0,719-MYSTIC-CHARM.jpg,719-MYSTIC-CHARM_Composite.jpg
742,,,,BAKED CLAY,Texture,1,0,0,0,0,0,0,0,742BakedClay_V2.jpg,742BakedClay_V2_Composite.jpg
765,,,,SPRING LILAC,Texture,1,0,0,0,0,0,0,0,765-SPRING-LILAC.jpg,765-SPRING-LILAC_Composite.jpg
767,,,,VENETIAN ROSE,Texture,1,0,0,0,0,0,0,0,767-Venetian-Rose.jpg,767-Venetian-Rose_Composite.jpg
770,,,,IRIS BLISS,Texture,1,0,0,0,0,0,0,0,770-IRIS-BLISS.jpg,770-IRIS-BLISS_Composite.jpg
771,,,,VIOLET STONE,Texture,1,0,0,0,0,0,0,0,771-VIOLET-STONE.jpg,771-VIOLET-STONE_Composite.jpg
776,,,,EARLY SPRING,Texture,1,0,0,0,0,0,0,0,776-Early-Spring.jpg,776-Early-Spring_Composite.jpg
786,,,,VIOLET PEARL,Texture,1,0,0,0,0,0,0,0,786-VIOLET-PEARL.jpg,786-VIOLET-PEARL_Composite.jpg
794,,,,ROYAL VELVET,Texture,1,0,0,0,0,0,0,0,794-Royal-Velvet.jpg,794-Royal-Velvet_Composite.jpg
801,,,,SOFT CHARCOAL,Texture,1,0,0,0,0,0,0,0,801-Soft-Charcoal.jpg,801-Soft-Charcoal_Composite.jpg
802,,,,MISTY VIOLET,Texture,1,0,0,0,0,0,0,0,802-Misty-Violet.jpg,802-Misty-Violet_Composite.jpg
803,,,,PALE SHALE,Texture,1,0,0,0,0,0,0,0,803-PALE-SHALE.jpg,803-PALE-SHALE_Composite.jpg
806,,,,CONCERTO,Texture,1,0,0,0,0,0,0,0,806-CONCERTO.jpg,806-CONCERTO_Composite.jpg
807,,,,PEBBLE CREEK,Texture,1,0,0,0,0,0,0,0,807-PEBBLE-CREEK.jpg,807-PEBBLE-CREEK_Composite.jpg
815,,,,COOL WIND,Texture,1,0,0,0,0,0,0,0,815CoolWind_V2.jpg,815CoolWind_V2_Composite.jpg
816,,,,STERLING,Texture,1,0,0,0,0,0,0,0,816Sterling_V2.jpg,816Sterling_V2_Composite.jpg
819,,,,GRAY MOUNTAIN,Texture,1,0,0,0,0,0,0,0,819-GRAY-MOUNTAIN.jpg,819-GRAY-MOUNTAIN_Composite.jpg
821,,,,GRAY HUSKY,Texture,1,0,0,0,0,0,0,0,821GrayHusky_V2.jpg,821GrayHusky_V2_Composite.jpg
