state,name,address
Uttar Pradesh,Dhani Electric & Machinery Store,Mamu Bhanjaroad
Uttar Pradesh,Eleena Electricals,"Opp. Shad Hospitalanoop Shahar Road, Jamal Pur"
Uttar Pradesh,General Traders,Subhashroad.
Uttar Pradesh,M\/S R S Enterprises,"13\/361 A,Mamu Bhanja,"
Uttar Pradesh,R.A.Electricals,G 14 Parul Palacedodhpur
Uttar Pradesh,Shree Balaji Electronics & Co.,Hig 53 Avantika-I Ramghat Roadaligarh
Uttar Pradesh,Shubham Agencies,Kishanpur Tiraharam Ghat Road
Uttar Pradesh,Shyam Electricals,Kishanpur Tiraharamghat Road
Uttar Pradesh,Shyam Lal Umesh K,Subzi Mandiphool Chowk
Uttar Pradesh,Sokhiya Brothers,"13\/356, Mamu Bhanja Aligarhaligarh Uttar Predesh"
Uttar Pradesh,Jai Mahakali Ashirwad Distributor,"857, Old Katra,Katra"
Uttar Pradesh,Bhushan Mill Parts,Machinery Marketmuradbad Akbarpur
Uttar Pradesh,International Electrical Works,"27, Rly. Station Road,Rani Sushma Market, Amethi"
Uttar Pradesh,Amroha Sales Corp.,"Kala Kuan, Bijnor Roadnear Nisha Palace"
Uttar Pradesh,Ganpati Steels,Joyaroad
Uttar Pradesh,Indresh & Sons,.Lakra Chauraha
Uttar Pradesh,Saluja Enterprises,Bazar Kotamroha
Uttar Pradesh,Agrawal Pipe Agency,Padhin Darwajaphaphund Road
Uttar Pradesh,Geeta Machinery Stores,Rekabganjfaizabad
Uttar Pradesh,Kalyan Agencies,424-445Opp. Awadh University
Uttar Pradesh,Laxmi Electricals,Rajendra Marketmoti Bagh
Uttar Pradesh,Sushil Distributor,43Kaushal Puri Colony  Gaddopur
Uttar Pradesh,Mishra Enterprises,"H No 65 Ata,Auraiya,,Ayuraiya,Ayuraiya"
Uttar Pradesh,Baba Sri Shyam Agencies,Panday Bazarazamgarh
Uttar Pradesh,Green Field,"270, Badarkaazamgarh"
Uttar Pradesh,Balbir Singh And  Sons,"Main Market,Khekra,,Baghpat,Baghpat"
Uttar Pradesh,Jawan Home Appliances,"Near Ganda Nala,Lal Building Patti Mehar,Kotna Road,Baghpat,Baghpat"
Uttar Pradesh,Harshit Trading Co,Chowk Bishatkhanline Loha Mandi Bahraich
Uttar Pradesh,Bharat Machinery Store,Rasraballia
Uttar Pradesh,Maurya Enterprises,Mall Godam And Station Roadballia
Uttar Pradesh,Rajesh Electronics,"Mahadev Market, Stationmalgodam Road Ballia"
Uttar Pradesh,S.D. Enterprises,Station Mal-Godam Road
Uttar Pradesh,Shiv Shanker Iron & Hardware Store,Near Panitankijagdishpur
Uttar Pradesh,Soni Distributor,"S\/O Rajesh Kr Verma, Pankaj Soni Piprabairiya Marg"
Uttar Pradesh,Kasodhan Iron Store,"Mill Chungi Naka, Purani Bazartulsipur"
Uttar Pradesh,Sunny Enterprises,"Nayi Bazar, Barlampurtulsipur  Road"
Uttar Pradesh,Agrawal Sels,"Ram Lila Maidan Ke Saamne,Bakarganj,,Banda,Banda"
Uttar Pradesh,Ashish Trading Co.,Station Road
Uttar Pradesh,Awadhesh Paints & Sanitary,Tindwari Roadbanda
Uttar Pradesh,S.S.Enterprises,"1,111,G.G.I.C Roadbakar Ganj"
Uttar Pradesh,Shri Ram Mill Store,Patel Market Faizabad Roadnawabganj
Uttar Pradesh,Rahtoomal Vijender Kumar Jain,Baghwan Mahaveer Marg Baraut  (Baghpat)Baraut
Uttar Pradesh,Ambica Traders,College Roadopposite Mahanagarpalika
Uttar Pradesh,Baba Traders,"Siklapur ,110 Furniture Mandi Road,Bareilly,,Bareilly,Bareilly"
Uttar Pradesh,Balaji Electricals,"2 Ashapuram,"
Uttar Pradesh,Vee Key Traders,"Har Shri Nath Complex,Opp Prabhatnagar Gate, Sahukara"
Uttar Pradesh,Vijay Trading Co.,Nainitalroad
Uttar Pradesh,Vikram Electronics,"C-28,Ekta Nagar"
Uttar Pradesh,Pragati Trade Linkers,"39 Swaley Nagar,Bareily,Bareily,Bareily,Bareily"
Uttar Pradesh,Basti Machinery Stores,"Roadways Tiraha,Railway Station Road"
Uttar Pradesh,Hindustan Machy.Stores,Gandhi Nagarbasti
Uttar Pradesh,Paras Sales,Gandhi Nagargandhi Nagar
Uttar Pradesh,Harish Chandra & Sons,Bhikharipur Chauri Roadsant Ravidas Nagar
Uttar Pradesh,Sri Hari Tube Company,"Ward No. 4,Gopiganj"
Uttar Pradesh,Ganpati Agencies,"Opp,Ghidia Bajajbahraich"
Uttar Pradesh,A.A.Trading Co.,"0,0,0, Mohalla Kalalan,Najibabad, Bijnor"
Uttar Pradesh,Agarwal Sanatary And Hardware Deale,"Haridwar Road Opposite Azad Market,Najibabad,,Bijnor,Bijnor"
Uttar Pradesh,Janvi Enterprises,"0,Mohlla- Rani Bagh Colonyalhaipur, Dhampur"
Uttar Pradesh,K D Traders,"Opp Icici Bank,,Station Road,,Dhampur,Bijnor,Bijnor"
Uttar Pradesh,Singhal Electric Agencies,New Bastinear Gurudwara
Uttar Pradesh,Vikas Brothers,"Bari Mandi,Dhampur,,Bijnor,Dhampur"
Uttar Pradesh,Yusuf Traders,"0,Moh Jumerat Ka Bazar,Seohara,,Bijnor,Bijnor"
Uttar Pradesh,Asia Machinery Store,"Lalauli Chauraha,Kunwarpur Road"
Uttar Pradesh,Vaishnavi Readymade Casual Point,"Jamuna Gali, Fatehabad,Fatehabad,,Fatehabad,Agra"
Uttar Pradesh,Janta Electricals,Aravpurfatehpur
Uttar Pradesh,Vikas Pipe Corporation,"105, Deviganjfatehpur"
Uttar Pradesh,Jai Shanker Enterprises,Kshetra Mandir Parisar Agra Gate Firozabfirozabad
Uttar Pradesh,Jain Enterprises,"48\/13Kotla Road , Tel Mill Compound"
Uttar Pradesh,Maa Peetambra Traders,Gali No.4Durga Nagar
Uttar Pradesh,Pooja Traders,91\/2Saraswati Nagar
Uttar Pradesh,Sunil  Engg Corpn,Post Office Roadferozabad(Up)
Uttar Pradesh,Babu Ram Sagar Mal (India),"Civil Lines,Moti Bagh"
Uttar Pradesh,Fairdeal Electric Concern,"Kala Aam Chauraha,D.M.Colony Road,"
Uttar Pradesh,Goyal Lamp Traders,"Heera Colony,Sikandrabad,,Bulandshahar,Bulandshahar"
Uttar Pradesh,Santosh Engg.Co.,"Moti Bagh,Bulandshahr"
Uttar Pradesh,Shshank Gaur & Sons Huf,"Opp Ldav Inter College,,Nehruganj,Anupshahar,Bulandshahar,Bulandshahar"
Uttar Pradesh,Dharma Trading Co,"Hoshiyarpur, Sharma Marketmain Road"
Uttar Pradesh,Krishna Electricals & Hardware,R.K Public School Roadmamura Sec-66 Noida
Uttar Pradesh,M\/S Hi Brite Lighting Limited,"C-246, Sector-10,Noida"
Uttar Pradesh,Shiv Mahima Trading Company,"Shiv Vatika, New Kathehra Road,Railway Road,Dadri,"
Uttar Pradesh,Wirenest Home And Industrial Automa Llp,"S\/O Rati Ram Sharma,Chander Pal Sharma"
Uttar Pradesh,Aggarwal Hardware & Electricals Sto,"04, Nyay Khand - 3Indrapuram"
Uttar Pradesh,Capital Industries,"164, Prakash Industrial Estatesahibabd, Ghaziabad,"
Uttar Pradesh,Classic Distributors,"Yatendra Sagar Complex1-2, Mukand Nagar, Hapur Road,"
Uttar Pradesh,Ganpati Hitech Distributor Pvt Ltd.,"Plot No. 10,11,12Khasra No. 197,"
Uttar Pradesh,Hindustan Sanitary Store,521A\/7 Kirtan Waligali
Uttar Pradesh,Tyagi Sales Corporation,"Shop No 1, Sharma Inter College Marketbulandshahr"
Uttar Pradesh,Comfort Electronics,Radha Krishna Plaza Fountain Chowk
Uttar Pradesh,Kushwaha Electricals Sales And Serv,Sohnag Roadsalempur
Uttar Pradesh,Mall Agticultural Machinery Store,"Moti Lal Road,Deoria"
Uttar Pradesh,Om Sai Hardware & Senetary Ware,New Colonydeoria
Uttar Pradesh,Agarwal Enterprises,"Bari Mandi,Dhampur,,Dhampur,Bijnor"
Uttar Pradesh,Vardhman Trading Company,"Main Market,Khari Kuan,,Dhampur,Bijnor"
Uttar Pradesh,Balaji Agencies,Mainganj Gantaghar Road Etah
Uttar Pradesh,Jai Shri Balaji Electonics,"Patyali Gate,Etah"
Uttar Pradesh,Misra Sales Corporation,"S D Colleges D College Building , Station Road ,"
Uttar Pradesh,Ranjana Agencies Private Limited,"Krishna Nagar Highwayservice Road,Bharathana Chauraha"
Uttar Pradesh,Gulshan Spare Parts,"00, Thandi Sadak,Farrukhabad,,Farrukhabad,Farrukhabad"
Uttar Pradesh,Verma Enterprises,"6A\/132 Awas Vikas,Burhpur,"
Uttar Pradesh,Jalandhar Pipe & Fitting Store,"164\/17-18, Up Borderprakash Ind. Estate,Sahibabad,"
Uttar Pradesh,Kukki Electric Company,112\/2Navyug Market
Uttar Pradesh,Modern Sales Corp,"12, New Gate"
Uttar Pradesh,P R Enterprises,Ground Floor B 4 Akriti Appartment 37Salek Chand Colony New Gandhi Nagar
Uttar Pradesh,Payal Electricals,"192-B, New Arya Nagarpatel Marg"
Uttar Pradesh,Redskies Enterprises,"B-2, 4\/416,Vaishali"
Uttar Pradesh,Tracklight Industries,Khasra No.1742Prakesh Industrial Estate
Uttar Pradesh,Venus Electricals,63 Navyug Marketghaziabad.
Uttar Pradesh,Chaman Lal Machinery Store,Sarswati Nagar Jangipurghazipur
Uttar Pradesh,Silver Electricals,"Wazirabad,In Front Of Old Fisheriesoffice, Gorakhnath"
Uttar Pradesh,Aggarwal Electroworld,"S. No. 30, Jagat Farm,Gautam Buddha Nagar"
Uttar Pradesh,Ambika Sanitary & Hardware Store,"Opp. Krishna Mkt., B.S.Roadlal Kuan, G B Nagar"
Uttar Pradesh,Balaji Machinery Stores,Parawrath Hamirpur
Uttar Pradesh,Ashish Trading Co.,"04, Jagsaran Market,Railway Road,"
Uttar Pradesh,Madhav Machinery And Sanitary Store,"Bulandshahar Road, House No. - 00Chhajju Pura, Hapur"
Uttar Pradesh,Prakash Traders,"Haweli Balakram,Papad Wali Gali,"
Uttar Pradesh,Glitter Group,Shop No1-2 Lanka Roadlanka Maidan
Uttar Pradesh,Triveni Tubes,Rajdepur Dehatirauza
Uttar Pradesh,Ayush Telecom,Station Roadcolonelganj
Uttar Pradesh,Gupta Iron Hardware & Paint Stores,Daduva  Bazar Churahastation Road
Uttar Pradesh,Kanhaiya Lal & Sons,0Malviya Nagar
Uttar Pradesh,Kripal Electric House,Mishra Complexopp. Icici Bank
Uttar Pradesh,Reliable Machinery Stores,Station Roadgonda
Uttar Pradesh,Anand Trading Corporation,"B\/3, Ram Nagar Colonymohaddipur"
Uttar Pradesh,Arora Agencies,Bank Roadgorakhpur
Uttar Pradesh,Kailash Sales Corporation,"38, Town Hall Marketgorakhpur"
Uttar Pradesh,Shri Balaji Sanitary & Hardware Sto,"Near Chorakhiswarg Ashram Road,Panchsheel Nagar"
Uttar Pradesh,Ambey Spares,Jethani Wali Galihardoi
Uttar Pradesh,Sri Ram Invertor Batteries & Electr,"118, Tilak Nagarkachauna Patseny"
Uttar Pradesh,Swadesh Electronics,Dr. Bn Gupta Margbaban Chungi
Uttar Pradesh,Usha Agencies,16 Sandi Road Numaish Purwahardoi
Uttar Pradesh,A.K Traders,"01 Naya Ganj,Hathras,,Hathras,Hathras"
Uttar Pradesh,Bharat Sanitary Stores,Nayaganj
Uttar Pradesh,D. N. Enterprises,"D. N. Enterprises, Halwai Khanaghanta Ghar"
Uttar Pradesh,Garg Enterprises,Pasratta Bazarhathras
Uttar Pradesh,Jai Ma Veshno Devi Electricals,"Mohalla Chepeti,Near Dalmeal,Sasni,"
Uttar Pradesh,Batra Pumps And Pipes Store,"01, Bmps, Krishna Nagar,Nighasan Road,"
Uttar Pradesh,Sagarmal Shivduttrai & Co.,.Old Galla Mandi
Uttar Pradesh,Shakti Electricals,Kachehri Roadlakhimpur Kheri
Uttar Pradesh,M\/S Harvansh Kumar Vipin Kumar,"Super Market,Nazai Bazar"
Uttar Pradesh,Garg Sanitary Store,"Kh.No.1463 Prem Nagar, Near Laxmi Palaceloni"
Uttar Pradesh,Asia Electricals,"Gaurav Gunjan Comlex,G B Marg,,Lucknow,Lucknow"
Uttar Pradesh,Avn Marketing,E-196Near Tci Transport
Uttar Pradesh,B L Tandon And Co,"80\/8 B, Ram Bagh Lane, Bansmandiopp. Naka Gurudwara"
Uttar Pradesh,Beenu Electricals,"Prakash Plaza, Harikansh Gadhiraibarelly Road, Lucknow"
Uttar Pradesh,Bharat Vyapar,Gautam Budh Marglucknow
Uttar Pradesh,Chadha Electric Co.,"5,69,Gautam Budh Marglatouche Road"
Uttar Pradesh,Commercial Agencies,"Shop No. 1 & 2Kapoor Complex, G.B. Marg"
Uttar Pradesh,Das Distributors,"5, Guljar Colonynew Berry Road"
Uttar Pradesh,Diamond Distributor,"Shop No - 90, Chander Nagar Marketalambagh"
Uttar Pradesh,Friends Electricals,"Shop 1\/2, Ugf,76\/21,Gurudwara Road, Naka Hindola"
Uttar Pradesh,G. P. Distributors Pvt. Ltd.,"Lg-2, Shan Shopping Complex92, G.B. Marg.(Old Rto Complex)"
Uttar Pradesh,G.Kumar Electro Private Limited,"C-9,Phase 1 Transport Nagarlucknow"
Uttar Pradesh,Gupta Electronics,Sanjay Gandhi Puramfaizabad Road
Uttar Pradesh,Infinite Sales,"80\/17, Jagat Singh Complex,Gurudwara Road, Naka Hindola"
Uttar Pradesh,Goel Plaza Electronics And Furnitur,"Goel Stablizors,Sardar Ganj,,Jahangirabad,Bulandshahar"
Uttar Pradesh,Ajay Hardware Store,Katghara Road Kalichabadsadar
Uttar Pradesh,D. G. S. Enterprises,Shekhpur Kachahri Roadjaunpur
Uttar Pradesh,Hanuman Electricals & Electronics,"Janghai Road, Sahabganjmungra Badshahpur"
Uttar Pradesh,Jaiswal Loha Bhandar,"Sadikganj,Machhalishahar"
Uttar Pradesh,Manojam Trading Centre,Jaunpurbaluaghat Nayapul
Uttar Pradesh,National Electricals,"00,T.D College Road Husainabadoland Ganj, Jaunpur"
Uttar Pradesh,Santosh Agricalture Store,Main Roadshahganj
Uttar Pradesh,Shobha Agency,Wazidpur Uttarinear Sitapur Eye Hospital
Uttar Pradesh,H And H Distributors,"221,Jhokhan Bagh,Jhansi"
Uttar Pradesh,Maha Laxmi Enterprises,"237, Itwari Ganjjhansi"
Uttar Pradesh,Mangal Pipe Stores,"17\/1,Jharna Gate"
Uttar Pradesh,Misha Agencies,"83,Civil Line"
Uttar Pradesh,New Modern Electrical & Electronics,New Market (Opp Rang Bhawan)Jhokan Bagh
Uttar Pradesh,Parwati Electricals,"Shop#1, Agarwal Marketopp. Agrawal Dharamshala"
Uttar Pradesh,Sagar Agency,Flat No.4 Shop No. 6 Saiyar Gatenew Road
Uttar Pradesh,Shivam Electrical ,"29, Khatryana,Jhanshi"
Uttar Pradesh,Subham Enterprises,"96, Daru Bhondelajhansi"
Uttar Pradesh,Digital Infrastructure,22- C Naubastakanpur
Uttar Pradesh,Jai Hanuman Elec. & Electronics,"110\/60 Lower Ground Floorbc Medicine Market, Naya Gaon"
Uttar Pradesh,Jain Electricals,9Munneylal Dharmshala
Uttar Pradesh,Kohli Electric Co.,37-B Gb Marglucknow
Uttar Pradesh,Kohli Trading Co,"38, Gb Marglucknow"
Uttar Pradesh,Kumar Electronics,"554, Ka 140Arjun Nagar"
Uttar Pradesh,Light N Shine,Santosh Complexgautam Budh Marg
Uttar Pradesh,Lucknow Machines,"Shop No 101, Ajanta Arcadegautam Budh Marg"
Uttar Pradesh,M. M Distributor,"A-513, 1St Floortransport Nagar"
Uttar Pradesh,New Hindustan Electricals,"Meena Plaza, Hardoi Road,Barora Husain Bari,Dubagga,"
Uttar Pradesh,Prabhu Electrical Industries,"109\/92 Basement49, G.B. Marg"
Uttar Pradesh,Raj Traders,80\/18\/1 Gurudwara Roadnaka Hindola
Uttar Pradesh,Refrico,"118,Cantt Road,Near Odeon Cinema,"
Uttar Pradesh,Sangam Traders,"Shop No.6.7.Kanpur Road,Ram Bazarp.G Marg, Purani Chungi"
Uttar Pradesh,Shakti Machines,"Ved Raj Complex92, Latouche Road"
Uttar Pradesh,Sheel Enterprises,"B 1617, B Block,Indira Nagar"
Uttar Pradesh,Shiva Electronics,"Shop No. 5, Shanti Raj Market,Naka Hindola"
Uttar Pradesh,Shree Bhagwati Agencies,Kritika Tower Near Old Rto Officeg.B Road Lucknow
Uttar Pradesh,Shri Sai Kripa Electric Company,"Ground Floor, Yashwant Squaresaraswan,"
Uttar Pradesh,Sri Karni Home Appliances,62 Gb Marglatouche Road
Uttar Pradesh,Deepak Sanitary & Electric Store,Near Ganga Nagarpolice Check Post
Uttar Pradesh,Hind Electricals,A 20 Vaishali Colonygard Road Meerut
Uttar Pradesh,Jai Bajarang Enterprises,"46\/4, Madhuban Colonybaghpat Road"
Uttar Pradesh,Landmark,167D Bombaybazar Meerut
Uttar Pradesh,Mehta Electricals,"Cp-47\/5, Sector -6,Jagriti Vihar"
Uttar Pradesh,Neeraj  Industries,"415, Transport Nagarmeerut"
Uttar Pradesh,Paras Electricals,Shop No 2J 6 Shastri Nagar
Uttar Pradesh,Raja Traders,"1594, Tarapuri,Lisari Road,"
Uttar Pradesh,Shari Bala Ji Eletric,"Gujran Gate,,Opp Devi Mandir,Sardhana,Meerut,Meerut"
Uttar Pradesh,Shri Nar Singh Enterprises,"0, Mission Compound,Begum Bridge Road"
Uttar Pradesh,Sona Sales,"Meerutl-819,L-Block Shastri Nagar"
Uttar Pradesh,Wings Electric Co.,"180, Agarwal Complexdelhi Road"
Uttar Pradesh,Sunita Enterprises,"Badali Katra,Badali Katara"
Uttar Pradesh,Shiv Shakti Traders,Imarati Ka Chaurahamirzapur
Uttar Pradesh,S.K.Sales,"Main Market, Near Syndicate Bankgovindpuri, Modi Nagar"
Uttar Pradesh,Dass Brothers,Town Hall Near Kk Barmoradabad
Uttar Pradesh,Gangotri Sales,"0, Station Road,Moradabad"
Uttar Pradesh,Gopal Electrical Agencies,Delhi Road Near Canara Bankoverseas Branch
Uttar Pradesh,Venus Electricals Refrigeration,"Talkatora Roadalambagh ,"
Uttar Pradesh,Sri Maha Laxmi Agency,"Baraipar Road ,Sarai Yusufmachhalishar"
Uttar Pradesh,Lumbini Iron Store,"Near Bank Of Baroda, Main Roadnautanwa"
Uttar Pradesh,Chaurasia Machinary Co.,Ghandhinagarmahoba
Uttar Pradesh,Sakshi Iron & Building Materials,Hanuman Garhicinema Road
Uttar Pradesh,Electrical Insulating Co,33\/212 Mani Ram Bagiagaya Prasad Lane
Uttar Pradesh,Hindustan Electrical And Automation,"957,B - Block, Panki"
Uttar Pradesh,Jain Trading Corporation,128\/123 A H Blockkidwai Nagar
Uttar Pradesh,Kamal Machinery Co.,77\/151 Latouche Road
Uttar Pradesh,Krishna Enterprises,"86\/3,Deputy Ka Parav"
Uttar Pradesh,M\/S Laxmi International,"47\/7-A, Khandelwal Bijli Bazarmaniram Bagai"
Uttar Pradesh,B. L. Electricals,"Front Of Om Rice Mill,Jyonti Road"
Uttar Pradesh,Pawan Agency,Shyam Bhawan Bazaza Mainpurimainpuri
Uttar Pradesh,Sarita Boddh Hardware,Near Jail Chauraha Mainpurimainpuri
Uttar Pradesh,Bhatia Electric Store,"0, Atul Krishna Marketkotwali Road, Mathura"
Uttar Pradesh,D D Systems,"2725,Bharatpur Gatemathura"
Uttar Pradesh,Karshni Enterprises,Kotwali Roadmathura
Uttar Pradesh,Krishna Sales,"Sadar Bazar,Mathura,,Mathura,Mathura"
Uttar Pradesh,Kumar Electricals,"110, Kumar Electricalsloi Bazar"
Uttar Pradesh,Muttra Electric Engg Works,Bhargawastreet
Uttar Pradesh,Pooran Chand Padam Chand,"Shop At, Opp. Police Chowki,Near Ghanta Ghar, Kosi Kalan,,Mathura,Mathura"
Uttar Pradesh,Sharma Traders,"203\/106A,Nh2-Janam Bhoomi Link Road,Hari Nagar,Mathura,Mathura"
Uttar Pradesh,Singhal Shopy,Near Chitrakut Ashram Chaitanya Vihar Ravrindavan
Uttar Pradesh,Mangha Ram Agencies,"33\/216, Gaya Prasad Lanemaniram Bagia"
Uttar Pradesh,Motor Sales Corporation,77\/145 Latouche Roadkanpur
Uttar Pradesh,Rajas Laboratories,"218\/2, Juhi Lal Colonykanpur Nagar"
Uttar Pradesh,S.R.Distributors,"17\/9-B, The Mall,Near Kherepati Mandir & Geetanjali Hotel"
Uttar Pradesh,Shree D.M. Electrical Agencies,"05\/591, Bhannapurwa Chamanganj,"
Uttar Pradesh,Vardhman Enterprises,"77-A,Yashoda Nagar Kanpur"
Uttar Pradesh,Yash Enterprises,"128\/81 S Block, Budpur Machariayashoda Nagar"
Uttar Pradesh,Radhey Traders,119\/946-B Jareeb Chauki Roaddarshan Purwa
Uttar Pradesh,Kisan Machinery Store,Nadraigate
Uttar Pradesh,M\/S Lavkush Electricals,"M\/S Lavkush Electricalssharda Market ,"
Uttar Pradesh,Deepak Traders,"Gali No. 4 Ashoka Market,Khatauli,,Khatauli,Muzaffarnagar"
Uttar Pradesh,Harshita Electronic & Electricals,Kishan Ghat Road Khurja Distt.Bulandshahr (U.P.)
Uttar Pradesh,Mahabir Prasad Sitaram,"Main Road,Near Omkar Manjusha Ktrapadrauna"
Uttar Pradesh,M\/S Jaiswal Electrical,"Khushalpur Roadnear Kaoushik Book Shope ,"
Uttar Pradesh,New Prakash Electricals,"Sai Sadan Commercial Comples,Shop No- 5 Sarai Khalsa, Civil Lines,"
Uttar Pradesh,R. K. Electricals,Stationroad
Uttar Pradesh,Sanskriti Electricals,"Shop No.E1,Lajpat Nagar,Near Rastogi Inter College Moradabad,"
Uttar Pradesh,Sethi Electricals,Manpur Streetmoradabad
Uttar Pradesh,Bhatia Electricals & Steel Ind,"C-1,Sector 9,"
Uttar Pradesh,M.K. Electricals,"Sharma Market, Hoshiyrapur,Sector-51, Noida"
Uttar Pradesh,Noida Electric Agency,"D-28, Sector 10,Gautam Buddha Nagar"
Uttar Pradesh,Varunavi Electrical & Hardware,"G-130,Sector-9"
Uttar Pradesh,Vimal Marketing Co.,"1, C 121 Sec -10,Noida"
Uttar Pradesh,Kankane Machinery Company,473 Gandhi Nagarbehind Of Mauni Mandir
Uttar Pradesh,T.V.Center,"23, Gandhi Nagar Market ,Orai,Jalaun"
Uttar Pradesh,Guru Nanak Electric & Machinery Sto,Station Roadpilibhit
Uttar Pradesh,Bajrang Enterprises,Behjam Roadkheri
Uttar Pradesh,Aggarwal Trading Company,"97\/2 Nawab Ganj West,Bhagat Singh Road,"
Uttar Pradesh,Garg Agencies,"Behind Anjuman Cinema,Near Bhawna Complex,Roorki Road,,Muzaffarnagar,Muzaffarnagar"
Uttar Pradesh,Goyal Electric Co.,"72,Aggarwal Market"
Uttar Pradesh,Gupta Pipe Traders,"Gt Road,Khatauli,,Muzaffarnagar,Muzaffarnagar"
Uttar Pradesh,Hari Sons,163\/9South Civil Lines
Uttar Pradesh,Mahendra & Co.,"57 Roorkee Road, Sarwat Gatewest Muzaffarnagar"
Uttar Pradesh,Mittal Tubewell Store,"117-Gazawali,Roorkee Road"
Uttar Pradesh,Narang Engineers,Court Roadmuzaffarnagar
Uttar Pradesh,Singhal Trading Co.,"2, Nawag Ganj Panchmukhi,Muzaffarnagar"
Uttar Pradesh,Tayal Agencies,"31\/30 Civil Lines South,Arya Samaj Road,"
Uttar Pradesh,M\/S New Pipe And Hardware Store,"Mohalla Luhari Sarai Nagina,Nagina,Nagina\/Bijnore,Nagina,Bijnor"
Uttar Pradesh,Abhinandan Impex,"Bazar Chowk,Bijnor,,Najibabad,Bijnor"
Uttar Pradesh,A.N.Electricals,"Ground Floor, H-8Block H, Sector-9"
Uttar Pradesh,Swastik Purifires,9 Surbhi Colony Civil Linespilibhit
Uttar Pradesh,A.H.Enterprises,"5\/1,Sibtain Road Pandav Vardpratapgarh"
Uttar Pradesh,Chhavi Enterprises,280 Nirmal Palace Chaurahaalld-Fzd. Road
Uttar Pradesh,Keshari Machinary Store,"48\/49, Hadiganjalld-Faizabad Main Road"
Uttar Pradesh,Shree Distributors,"101,Chowk,Bazaza Road"
Uttar Pradesh,Shree Mobile & Electrica,"101,Chowk Bajajapratapgarh"
Uttar Pradesh,A.C.Sales,"12-B, Sammelan Margnear Chandralok Cinema"
Uttar Pradesh,Adarsh Electronics & Electricals,"2\/27 Mg Margindira Bhawan, Civil Lines"
Uttar Pradesh,Aditya Enterpries,"37, Hashimpur  Road37, Hashimpur  Road"
Uttar Pradesh,Ambar Sales ,"168\/327,,Bai Ka Bagh,Bai Ka Baghallahabad, Uttar Pradesh,211003"
Uttar Pradesh,Aggarwal Sales Corporation,"Shop No 3, Sher Singh Complex,Barola, Sector 49"
Uttar Pradesh,Dube Electrical                           ,200\/45 M.G.Marguttar Pradesh
Uttar Pradesh,Dynamix,"149\/62 Baghambari Hosing Scheme,Allahpur , Allahabad"
Uttar Pradesh,Khurana Diesels,"Sadbhawana64\/55, Vivekanand Marg,"
Uttar Pradesh,N. K. Agencies,"16 D\/7, Jahangeera Bad, Ganjiyanaini"
Uttar Pradesh,Prayag Agencies,"10\/I, Lajpat Rai Road,Near Dhobhighat Police Chowki,"
Uttar Pradesh,Shanakar Enterprises,"32\/56 Balrampur Houseallahabad, Uttar Pradesh"
Uttar Pradesh,Shree Electricals And Co,"35, Hewett Roadallahabad"
Uttar Pradesh,Sudarshan Electricals And Electroni,433A\/291\/7Mutthiganj
Uttar Pradesh,Mishra Engineering Works,Shastri Nagarkanpur Road
Uttar Pradesh,New Hindustan Traders,Kutchery Roadraebareli
Uttar Pradesh,New Vijay Electronics,"Kaiperganj ,Kutchery Road"
Uttar Pradesh,Seth Dhani Ram And Sons,"Opp. Mandi Samiti Ghandhi Chaurahalalganj, Raebareli"
Uttar Pradesh,Shobha Electricals,"1092\/C-193,Indira Nagar,"
Uttar Pradesh,Swastik Enterprises,"Beliganj,Raebareli"
Uttar Pradesh,Agarwal Light House,"New Jain Market ,New Jain Market ,"
Uttar Pradesh,Bharat Iron Stores,"Main Road,Tehsil Milak,,Rampur,Rampur"
Uttar Pradesh,Galaxy Electricals,"Shahbad Gate, Sadar,Rampur, Uttar Pradesh,244901"
Uttar Pradesh,Jain Traders,Bob Road Civilline Rampur
Uttar Pradesh,Saini Pipe  Store,"Main Market,Swar,,Rampur,Rampur"
Uttar Pradesh,Jain Traders,"Ground Floor, 10, Kabir Chora Ashram,Chilkana Road,"
Uttar Pradesh,Mittal Machinery Store,Railway Roadsaharanpur
Uttar Pradesh,New Sony Electricals,"Ahmad Bagh ,Court Road,"
Uttar Pradesh,Premier Machinery Store,Venus Cinema Buildingrailway Road
Uttar Pradesh,R.K. Electronics,Chilkana Roadnear Chilkana Chungi
Uttar Pradesh,Shorya Trading Company,"4\/1322-A, Gali No.-5,Near Nirankari Bhawan,Jwala Nagar"
Uttar Pradesh,Lalit Trading Company,Tehsil Roadsambhal
Uttar Pradesh,Deep Glass Emporium,"Near Ghantaghar,Tarin Bahadurganj"
Uttar Pradesh,Jaspal Singh Nirmal Singh,Machineryy Marketbahadurganj
Uttar Pradesh,Shree Balaji Trading Company,"K.D. Complex, Bahadurganjshahjahanpur"
Uttar Pradesh,Suresh Traders,Suresh Ply Houselakri Mandi Bahadurganj
Uttar Pradesh,Ajay Electricals,.Hanuman Tila
Uttar Pradesh,Jain Bandhu Electronics,"Kairana,Road,Shamali"
Uttar Pradesh,Jaina Electronics,Kairana Roadshamli
Uttar Pradesh,New Mukesh Radios,"Mill Road,Shamli,,Shamli,Shamli"
Uttar Pradesh,Rajat Agriculture Store,Kudanaroad
Uttar Pradesh,Ashok And Sons,Shikohabadfirozabad
